file_name,signal,signallength,pe,comp,fisher_shannon,fisher_info,renyipe,renyicomp,tsallispe,tsalliscomp,dimension,tau,state,binaryclass,nan_percentage
data/train/Resp/36.csv,36_HIGH_8,1022,0.970808,0.029199,0.970808,0.018839,0.970808,0.029199,0.970808,0.029199,3,1,high,2,82.73
data/train/Resp/36.csv,36_HIGH_8,1022,0.517213,0.262895,0.517213,0.325600,0.517213,0.262895,0.517213,0.262895,3,2,high,2,82.73
data/train/Resp/36.csv,36_HIGH_8,1022,0.769142,0.173249,0.769142,0.144140,0.769142,0.173249,0.769142,0.173249,3,3,high,2,82.73
data/train/Resp/36.csv,36_HIGH_8,1022,0.687428,0.287778,0.687428,0.456668,0.687428,0.287778,0.687428,0.287778,4,1,high,2,82.73
data/train/Resp/36.csv,36_HIGH_8,1022,0.376922,0.254157,0.376922,0.351322,0.376922,0.254157,0.376922,0.254157,4,2,high,2,82.73
data/train/Resp/36.csv,36_HIGH_8,1022,0.592782,0.260998,0.592782,0.220164,0.592782,0.260998,0.592782,0.260998,4,3,high,2,82.73
data/train/Resp/36.csv,36_HIGH_8,1022,0.547986,0.364226,0.547986,0.547030,0.547986,0.364226,0.547986,0.364226,5,1,high,2,82.73
data/train/Resp/36.csv,36_HIGH_8,1022,0.305421,0.238808,0.305421,0.389929,0.305421,0.238808,0.305421,0.238808,5,2,high,2,82.73
data/train/Resp/36.csv,36_HIGH_8,1022,0.495235,0.305881,0.495235,0.326186,0.495235,0.305881,0.495235,0.305881,5,3,high,2,82.73
data/train/Resp/36.csv,36_HIGH_8,1022,0.456935,0.377901,0.456935,0.590582,0.456935,0.377901,0.456935,0.377901,6,1,high,2,82.73
data/train/Resp/36.csv,36_HIGH_8,1022,0.261748,0.229388,0.261748,0.416965,0.261748,0.229388,0.261748,0.229388,6,2,high,2,82.73
data/train/Resp/36.csv,36_HIGH_8,1022,0.428557,0.335448,0.428557,0.389475,0.428557,0.335448,0.428557,0.335448,6,3,high,2,82.73
data/train/Resp/36.csv,36_HIGH_8,1022,0.394487,0.369069,0.394487,0.627014,0.394487,0.369069,0.394487,0.369069,7,1,high,2,82.73
data/train/Resp/36.csv,36_HIGH_8,1022,0.231418,0.220284,0.231418,0.453422,0.231418,0.220284,0.231418,0.220284,7,2,high,2,82.73
data/train/Resp/36.csv,36_HIGH_8,1022,0.379491,0.347420,0.379491,0.446982,0.379491,0.347420,0.379491,0.347420,7,3,high,2,82.73
data/train/Resp/36.csv,36_REST_6,3934,0.962461,0.034744,0.962461,0.023593,0.962461,0.034744,0.962461,0.034744,3,1,rest,3,33.52
data/train/Resp/36.csv,36_REST_6,3934,0.554245,0.260079,0.554245,0.302672,0.554245,0.260079,0.554245,0.260079,3,2,rest,3,33.52
data/train/Resp/36.csv,36_REST_6,3934,0.771581,0.173499,0.771581,0.147594,0.771581,0.173499,0.771581,0.173499,3,3,rest,3,33.52
data/train/Resp/36.csv,36_REST_6,3934,0.695422,0.275235,0.695422,0.373066,0.695422,0.275235,0.695422,0.275235,4,1,rest,3,33.52
data/train/Resp/36.csv,36_REST_6,3934,0.416872,0.264251,0.416872,0.325503,0.416872,0.264251,0.416872,0.264251,4,2,rest,3,33.52
data/train/Resp/36.csv,36_REST_6,3934,0.616972,0.252006,0.616972,0.203505,0.616972,0.252006,0.616972,0.252006,4,3,rest,3,33.52
data/train/Resp/36.csv,36_REST_6,3934,0.564549,0.354972,0.564549,0.468114,0.564549,0.354972,0.564549,0.354972,5,1,rest,3,33.52
data/train/Resp/36.csv,36_REST_6,3934,0.350538,0.259579,0.350538,0.357137,0.350538,0.259579,0.350538,0.259579,5,2,rest,3,33.52
data/train/Resp/36.csv,36_REST_6,3934,0.533232,0.298900,0.533232,0.276840,0.533232,0.298900,0.533232,0.298900,5,3,rest,3,33.52
