file_name,signal,signallength,pe,comp,fisher_shannon,fisher_info,renyipe,renyicomp,tsallispe,tsalliscomp,dimension,tau,state,binaryclass,nan_percentage
data/train/Bvp/2.csv,2_HIGH_10,1022,0.991520,0.008140,0.991520,0.006418,0.991520,0.008140,0.991520,0.008140,3,1,high,2,82.82
data/train/Bvp/2.csv,2_HIGH_10,1022,0.971540,0.026875,0.971540,0.017784,0.971540,0.026875,0.971540,0.026875,3,2,high,2,82.82
data/train/Bvp/2.csv,2_HIGH_10,1022,0.940632,0.053012,0.940632,0.028029,0.940632,0.053012,0.940632,0.053012,3,3,high,2,82.82
data/train/Bvp/2.csv,2_HIGH_10,1022,0.977109,0.028242,0.977109,0.021407,0.977109,0.028242,0.977109,0.028242,4,1,high,2,82.82
data/train/Bvp/2.csv,2_HIGH_10,1022,0.936184,0.074820,0.936184,0.058965,0.936184,0.074820,0.936184,0.074820,4,2,high,2,82.82
data/train/Bvp/2.csv,2_HIGH_10,1022,0.893957,0.115006,0.893957,0.071856,0.893957,0.115006,0.893957,0.115006,4,3,high,2,82.82
data/train/Bvp/2.csv,2_HIGH_10,1022,0.952469,0.076743,0.952469,0.073078,0.952469,0.076743,0.952469,0.076743,5,1,high,2,82.82
data/train/Bvp/2.csv,2_HIGH_10,1022,0.894359,0.155048,0.894359,0.130112,0.894359,0.155048,0.894359,0.155048,5,2,high,2,82.82
data/train/Bvp/2.csv,2_HIGH_10,1022,0.835658,0.218596,0.835658,0.184225,0.835658,0.218596,0.835658,0.218596,5,3,high,2,82.82
data/train/Bvp/2.csv,2_HIGH_10,1022,0.888495,0.250113,0.888495,0.350058,0.888495,0.250113,0.888495,0.250113,6,1,high,2,82.82
data/train/Bvp/2.csv,2_HIGH_10,1022,0.824243,0.330411,0.824243,0.362569,0.824243,0.330411,0.824243,0.330411,6,2,high,2,82.82
data/train/Bvp/2.csv,2_HIGH_10,1022,0.762445,0.383306,0.762445,0.404992,0.762445,0.383306,0.762445,0.383306,6,3,high,2,82.82
data/train/Bvp/2.csv,2_HIGH_10,1022,0.765166,0.521329,0.765166,0.742584,0.765166,0.521329,0.765166,0.521329,7,1,high,2,82.82
data/train/Bvp/2.csv,2_HIGH_10,1022,0.723458,0.530761,0.723458,0.611636,0.723458,0.530761,0.723458,0.530761,7,2,high,2,82.82
data/train/Bvp/2.csv,2_HIGH_10,1022,0.679538,0.530577,0.679538,0.574430,0.679538,0.530577,0.679538,0.530577,7,3,high,2,82.82
data/train/Bvp/2.csv,2_REST_18,3934,0.975736,0.023280,0.975736,0.015107,0.975736,0.023280,0.975736,0.023280,3,1,rest,3,33.88
data/train/Bvp/2.csv,2_REST_18,3934,0.917617,0.073408,0.917617,0.049465,0.917617,0.073408,0.917617,0.073408,3,2,rest,3,33.88
data/train/Bvp/2.csv,2_REST_18,3934,0.865436,0.109596,0.865436,0.076431,0.865436,0.109596,0.865436,0.109596,3,3,rest,3,33.88
data/train/Bvp/2.csv,2_REST_18,3934,0.944978,0.064039,0.944978,0.040528,0.944978,0.064039,0.944978,0.064039,4,1,rest,3,33.88
data/train/Bvp/2.csv,2_REST_18,3934,0.853788,0.145121,0.853788,0.100870,0.853788,0.145121,0.853788,0.145121,4,2,rest,3,33.88
data/train/Bvp/2.csv,2_REST_18,3934,0.787770,0.188413,0.787770,0.130388,0.787770,0.188413,0.787770,0.188413,4,3,rest,3,33.88
data/train/Bvp/2.csv,2_REST_18,3934,0.908193,0.125795,0.908193,0.078730,0.908193,0.125795,0.908193,0.125795,5,1,rest,3,33.88
data/train/Bvp/2.csv,2_REST_18,3934,0.800683,0.222126,0.800683,0.150435,0.800683,0.222126,0.800683,0.222126,5,2,rest,3,33.88
data/train/Bvp/2.csv,2_REST_18,3934,0.727148,0.271510,0.727148,0.212784,0.727148,0.271510,0.727148,0.271510,5,3,rest,3,33.88
data/train/Bvp/2.csv,2_REST_18,3934,0.866132,0.220806,0.866132,0.171436,0.866132,0.220806,0.866132,0.220806,6,1,rest,3,33.88
data/train/Bvp/2.csv,2_REST_18,3934,0.748279,0.321718,0.748279,0.259667,0.748279,0.321718,0.748279,0.321718,6,2,rest,3,33.88
data/train/Bvp/2.csv,2_REST_18,3934,0.672150,0.366990,0.672150,0.343353,0.672150,0.366990,0.672150,0.366990,6,3,rest,3,33.88
data/train/Bvp/2.csv,2_REST_18,3934,0.792747,0.422470,0.792747,0.445553,0.792747,0.422470,0.792747,0.422470,7,1,rest,3,33.88
data/train/Bvp/2.csv,2_REST_18,3934,0.682452,0.462727,0.682452,0.437597,0.682452,0.462727,0.682452,0.462727,7,2,rest,3,33.88
data/train/Bvp/2.csv,2_REST_18,3934,0.615082,0.466402,0.615082,0.471580,0.615082,0.466402,0.615082,0.466402,7,3,rest,3,33.88
data/train/Bvp/2.csv,2_Baseline_1,5950,0.990359,0.009331,0.990359,0.006382,0.990359,0.009331,0.990359,0.009331,3,1,baseline,0,0.00
data/train/Bvp/2.csv,2_Baseline_1,5950,0.964842,0.033051,0.964842,0.021186,0.964842,0.033051,0.964842,0.033051,3,2,baseline,0,0.00
data/train/Bvp/2.csv,2_Baseline_1,5950,0.928233,0.064735,0.928233,0.041217,0.928233,0.064735,0.928233,0.064735,3,3,baseline,0,0.00
data/train/Bvp/2.csv,2_Baseline_1,5950,0.975688,0.029836,0.975688,0.023777,0.975688,0.029836,0.975688,0.029836,4,1,baseline,0,0.00
data/train/Bvp/2.csv,2_Baseline_1,5950,0.925945,0.084214,0.925945,0.054253,0.925945,0.084214,0.925945,0.084214,4,2,baseline,0,0.00
data/train/Bvp/2.csv,2_Baseline_1,5950,0.873560,0.131702,0.873560,0.084803,0.873560,0.131702,0.873560,0.131702,4,3,baseline,0,0.00
data/train/Bvp/2.csv,2_Baseline_1,5950,0.955686,0.068280,0.955686,0.051769,0.955686,0.068280,0.955686,0.068280,5,1,baseline,0,0.00
